,Fecha,Institución Financiera,Tipo,Subtipo,Valor,Tipo de moneda
4115,12-2020,Scotiabank Chile  ,Depósito,Depósitos a plazo,3415.0,Dolar
4116,1-2021,Scotiabank Chile  ,Depósito,Depósitos a plazo,3649.0,Dolar
4117,2-2021,Scotiabank Chile  ,Depósito,Depósitos a plazo,3825.0,Dolar
4118,3-2021,Scotiabank Chile  ,Depósito,Depósitos a plazo,3954.0,Dolar
4119,4-2021,Scotiabank Chile  ,Depósito,Depósitos a plazo,3982.0,Dolar
4120,5-2021,Scotiabank Chile  ,Depósito,Depósitos a plazo,3675.0,Dolar
4121,6-2021,Scotiabank Chile  ,Depósito,Depósitos a plazo,4177.0,Dolar
4122,7-2021,Scotiabank Chile  ,Depósito,Depósitos a plazo,3906.0,Dolar
4123,8-2021,Scotiabank Chile  ,Depósito,Depósitos a plazo,3815.0,Dolar
4124,9-2021,Scotiabank Chile  ,Depósito,Depósitos a plazo,4328.0,Dolar
4125,1-2008,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,75.0,Dolar
4126,2-2008,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,62.0,Dolar
4127,3-2008,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,31.0,Dolar
4128,4-2008,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,48.0,Dolar
4129,5-2008,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,50.0,Dolar
4130,6-2008,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,46.0,Dolar
4131,7-2008,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,47.0,Dolar
4132,8-2008,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,78.0,Dolar
4133,9-2008,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,77.0,Dolar
4134,10-2008,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,77.0,Dolar
4135,11-2008,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,76.0,Dolar
4136,12-2008,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,72.0,Dolar
4137,1-2009,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,75.0,Dolar
4138,2-2009,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,10.0,Dolar
4139,3-2009,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,29.0,Dolar
4140,4-2009,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,24.0,Dolar
4141,5-2009,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,24.0,Dolar
4142,6-2009,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,4.0,Dolar
4143,7-2009,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,8.0,Dolar
4144,8-2009,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,9.0,Dolar
4145,9-2009,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,9.0,Dolar
4146,10-2009,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,9.0,Dolar
4147,11-2009,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,10.0,Dolar
4148,12-2009,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,13.0,Dolar
4149,1-2010,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,6.0,Dolar
4150,2-2010,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,7.0,Dolar
4151,3-2010,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,6.0,Dolar
4152,4-2010,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,8.0,Dolar
4153,5-2010,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,7.0,Dolar
4154,6-2010,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,46.0,Dolar
4155,7-2010,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,46.0,Dolar
4156,8-2010,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,34.0,Dolar
4157,9-2010,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,50.0,Dolar
4158,10-2010,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,43.0,Dolar
4159,11-2010,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,45.0,Dolar
4160,12-2010,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,49.0,Dolar
4161,1-2011,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,63.0,Dolar
4162,2-2011,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,53.0,Dolar
4163,3-2011,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,25.0,Dolar
4164,4-2011,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,27.0,Dolar
4165,5-2011,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,26.0,Dolar
4166,6-2011,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,24.0,Dolar
4167,7-2011,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,32.0,Dolar
4168,8-2011,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,32.0,Dolar
4169,9-2011,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,25.0,Dolar
4170,10-2011,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,53.0,Dolar
4171,11-2011,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,79.0,Dolar
4172,12-2011,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,94.0,Dolar
4173,1-2012,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,90.0,Dolar
4174,2-2012,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,60.0,Dolar
4175,3-2012,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,52.0,Dolar
4176,4-2012,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,57.0,Dolar
4177,5-2012,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,59.0,Dolar
4178,6-2012,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,54.0,Dolar
4179,7-2012,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,50.0,Dolar
4180,8-2012,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,51.0,Dolar
4181,9-2012,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,45.0,Dolar
4182,10-2012,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,41.0,Dolar
4183,11-2012,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,44.0,Dolar
4184,12-2012,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,68.0,Dolar
4185,1-2013,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,88.0,Dolar
4186,2-2013,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,36.0,Dolar
4187,3-2013,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,37.0,Dolar
4188,4-2013,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,157.0,Dolar
4189,5-2013,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,42.0,Dolar
4190,6-2013,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,38.0,Dolar
4191,7-2013,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,36.0,Dolar
4192,8-2013,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,53.0,Dolar
4193,9-2013,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,52.0,Dolar
4194,10-2013,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,52.0,Dolar
4195,11-2013,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,52.0,Dolar
4196,12-2013,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,56.0,Dolar
4197,1-2014,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,54.0,Dolar
4198,2-2014,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,51.0,Dolar
4199,3-2014,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,54.0,Dolar
4200,4-2014,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,77.0,Dolar
4201,5-2014,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,61.0,Dolar
4202,6-2014,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,60.0,Dolar
4203,7-2014,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,55.0,Dolar
4204,8-2014,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,37.0,Dolar
4205,9-2014,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,38.0,Dolar
4206,10-2014,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,50.0,Dolar
4207,11-2014,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,44.0,Dolar
4208,12-2014,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,47.0,Dolar
4209,1-2015,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,35.0,Dolar
4210,2-2015,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,35.0,Dolar
4211,3-2015,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,46.0,Dolar
4212,4-2015,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,33.0,Dolar
4213,5-2015,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,33.0,Dolar
4214,6-2015,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,31.0,Dolar
4215,7-2015,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,31.0,Dolar
4216,8-2015,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,30.0,Dolar
4217,9-2015,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,31.0,Dolar
4218,10-2015,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,30.0,Dolar
4219,11-2015,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,30.0,Dolar
4220,12-2015,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,30.0,Dolar
4221,1-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,28.0,Dolar
4222,2-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,22.0,Dolar
4223,3-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,22.0,Dolar
4224,4-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,24.0,Dolar
4225,5-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,23.0,Dolar
4226,6-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,9.0,Dolar
4227,7-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,9.0,Dolar
4228,8-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,8.0,Dolar
4229,9-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,17.0,Dolar
4230,10-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,17.0,Dolar
4231,11-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,15.0,Dolar
4232,12-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,26.0,Dolar
4233,1-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,30.0,Dolar
4234,2-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,32.0,Dolar
4235,3-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,40.0,Dolar
4236,4-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,46.0,Dolar
4237,5-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,48.0,Dolar
4238,6-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,50.0,Dolar
4239,7-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,64.0,Dolar
4240,8-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,47.0,Dolar
4241,9-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,56.0,Dolar
4242,10-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,44.0,Dolar
4243,11-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,44.0,Dolar
4244,12-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,65.0,Dolar
4245,1-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,58.0,Dolar
4246,2-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,73.0,Dolar
4247,3-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,49.0,Dolar
4248,4-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,52.0,Dolar
4249,5-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,50.0,Dolar
4250,6-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,50.0,Dolar
4251,7-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,41.0,Dolar
4252,8-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,41.0,Dolar
4253,9-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,30.0,Dolar
4254,10-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4255,11-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4256,12-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4257,1-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4258,2-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4259,3-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4260,4-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4261,5-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4262,6-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4263,7-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4264,8-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4265,9-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4266,10-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4267,11-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4268,12-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4269,1-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4270,2-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4271,3-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4272,4-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4273,5-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4274,6-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4275,7-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4276,8-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4277,9-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4278,10-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4279,11-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4280,12-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4281,1-2021,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4282,2-2021,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4283,3-2021,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4284,4-2021,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4285,5-2021,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4286,6-2021,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4287,7-2021,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4288,8-2021,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4289,9-2021,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Depósitos a plazo,0.0,Dolar
4290,1-2008,Total,Depósito,Depósitos a plazo,9690.0,Dolar
4291,2-2008,Total,Depósito,Depósitos a plazo,9853.0,Dolar
4292,3-2008,Total,Depósito,Depósitos a plazo,10128.0,Dolar
4293,4-2008,Total,Depósito,Depósitos a plazo,11101.0,Dolar
4294,5-2008,Total,Depósito,Depósitos a plazo,11698.0,Dolar
4295,6-2008,Total,Depósito,Depósitos a plazo,13032.0,Dolar
4296,7-2008,Total,Depósito,Depósitos a plazo,14043.0,Dolar
4297,8-2008,Total,Depósito,Depósitos a plazo,14211.0,Dolar
4298,9-2008,Total,Depósito,Depósitos a plazo,13253.0,Dolar
4299,10-2008,Total,Depósito,Depósitos a plazo,13879.0,Dolar
4300,11-2008,Total,Depósito,Depósitos a plazo,13728.0,Dolar
4301,12-2008,Total,Depósito,Depósitos a plazo,12867.0,Dolar
4302,1-2009,Total,Depósito,Depósitos a plazo,13214.0,Dolar
4303,2-2009,Total,Depósito,Depósitos a plazo,13264.0,Dolar
4304,3-2009,Total,Depósito,Depósitos a plazo,12378.0,Dolar
4305,4-2009,Total,Depósito,Depósitos a plazo,12058.0,Dolar
4306,5-2009,Total,Depósito,Depósitos a plazo,12243.0,Dolar
4307,6-2009,Total,Depósito,Depósitos a plazo,11901.0,Dolar
4308,7-2009,Total,Depósito,Depósitos a plazo,11627.0,Dolar
4309,8-2009,Total,Depósito,Depósitos a plazo,12393.0,Dolar
4310,9-2009,Total,Depósito,Depósitos a plazo,12428.0,Dolar
4311,10-2009,Total,Depósito,Depósitos a plazo,13002.0,Dolar
4312,11-2009,Total,Depósito,Depósitos a plazo,14676.0,Dolar
4313,12-2009,Total,Depósito,Depósitos a plazo,14040.0,Dolar
4314,1-2010,Total,Depósito,Depósitos a plazo,13833.0,Dolar
4315,2-2010,Total,Depósito,Depósitos a plazo,13682.0,Dolar
4316,3-2010,Total,Depósito,Depósitos a plazo,13179.0,Dolar
4317,4-2010,Total,Depósito,Depósitos a plazo,13491.0,Dolar
4318,5-2010,Total,Depósito,Depósitos a plazo,13487.0,Dolar
4319,6-2010,Total,Depósito,Depósitos a plazo,13421.0,Dolar
4320,7-2010,Total,Depósito,Depósitos a plazo,14408.0,Dolar
4321,8-2010,Total,Depósito,Depósitos a plazo,15646.0,Dolar
4322,9-2010,Total,Depósito,Depósitos a plazo,17340.0,Dolar
4323,10-2010,Total,Depósito,Depósitos a plazo,18764.0,Dolar
4324,11-2010,Total,Depósito,Depósitos a plazo,19590.0,Dolar
4325,12-2010,Total,Depósito,Depósitos a plazo,19854.0,Dolar
4326,1-2011,Total,Depósito,Depósitos a plazo,20134.0,Dolar
4327,2-2011,Total,Depósito,Depósitos a plazo,20217.0,Dolar
4328,3-2011,Total,Depósito,Depósitos a plazo,19244.0,Dolar
4329,4-2011,Total,Depósito,Depósitos a plazo,19012.0,Dolar
4330,5-2011,Total,Depósito,Depósitos a plazo,18839.0,Dolar
4331,6-2011,Total,Depósito,Depósitos a plazo,18163.0,Dolar
4332,7-2011,Total,Depósito,Depósitos a plazo,19400.0,Dolar
4333,8-2011,Total,Depósito,Depósitos a plazo,18361.0,Dolar
4334,9-2011,Total,Depósito,Depósitos a plazo,16385.0,Dolar
4335,10-2011,Total,Depósito,Depósitos a plazo,17088.0,Dolar
4336,11-2011,Total,Depósito,Depósitos a plazo,17952.0,Dolar
4337,12-2011,Total,Depósito,Depósitos a plazo,17241.0,Dolar
4338,1-2012,Total,Depósito,Depósitos a plazo,18037.0,Dolar
4339,2-2012,Total,Depósito,Depósitos a plazo,18547.0,Dolar
4340,3-2012,Total,Depósito,Depósitos a plazo,18494.0,Dolar
4341,4-2012,Total,Depósito,Depósitos a plazo,18142.0,Dolar
4342,5-2012,Total,Depósito,Depósitos a plazo,17695.0,Dolar
4343,6-2012,Total,Depósito,Depósitos a plazo,17522.0,Dolar
4344,7-2012,Total,Depósito,Depósitos a plazo,18694.0,Dolar
4345,8-2012,Total,Depósito,Depósitos a plazo,17530.0,Dolar
4346,9-2012,Total,Depósito,Depósitos a plazo,19374.0,Dolar
4347,10-2012,Total,Depósito,Depósitos a plazo,19635.0,Dolar
4348,11-2012,Total,Depósito,Depósitos a plazo,20269.0,Dolar
4349,12-2012,Total,Depósito,Depósitos a plazo,21056.0,Dolar
4350,1-2013,Total,Depósito,Depósitos a plazo,20121.0,Dolar
4351,2-2013,Total,Depósito,Depósitos a plazo,20436.0,Dolar
4352,3-2013,Total,Depósito,Depósitos a plazo,21752.0,Dolar
4353,4-2013,Total,Depósito,Depósitos a plazo,22215.0,Dolar
4354,5-2013,Total,Depósito,Depósitos a plazo,20939.0,Dolar
4355,6-2013,Total,Depósito,Depósitos a plazo,21740.0,Dolar
4356,7-2013,Total,Depósito,Depósitos a plazo,23086.0,Dolar
4357,8-2013,Total,Depósito,Depósitos a plazo,22760.0,Dolar
4358,9-2013,Total,Depósito,Depósitos a plazo,22804.0,Dolar
4359,10-2013,Total,Depósito,Depósitos a plazo,23510.0,Dolar
4360,11-2013,Total,Depósito,Depósitos a plazo,23590.0,Dolar
4361,12-2013,Total,Depósito,Depósitos a plazo,23645.0,Dolar
4362,1-2014,Total,Depósito,Depósitos a plazo,23385.0,Dolar
4363,2-2014,Total,Depósito,Depósitos a plazo,23533.0,Dolar
4364,3-2014,Total,Depósito,Depósitos a plazo,22704.0,Dolar
4365,4-2014,Total,Depósito,Depósitos a plazo,24182.0,Dolar
4366,5-2014,Total,Depósito,Depósitos a plazo,24595.0,Dolar
4367,6-2014,Total,Depósito,Depósitos a plazo,24741.0,Dolar
4368,7-2014,Total,Depósito,Depósitos a plazo,24320.0,Dolar
4369,8-2014,Total,Depósito,Depósitos a plazo,24975.0,Dolar
4370,9-2014,Total,Depósito,Depósitos a plazo,26432.0,Dolar
4371,10-2014,Total,Depósito,Depósitos a plazo,26434.0,Dolar
4372,11-2014,Total,Depósito,Depósitos a plazo,26322.0,Dolar
4373,12-2014,Total,Depósito,Depósitos a plazo,27134.0,Dolar
4374,1-2015,Total,Depósito,Depósitos a plazo,26944.0,Dolar
4375,2-2015,Total,Depósito,Depósitos a plazo,26421.0,Dolar
4376,3-2015,Total,Depósito,Depósitos a plazo,25886.0,Dolar
4377,4-2015,Total,Depósito,Depósitos a plazo,26132.0,Dolar
4378,5-2015,Total,Depósito,Depósitos a plazo,25933.0,Dolar
4379,6-2015,Total,Depósito,Depósitos a plazo,25560.0,Dolar
4380,7-2015,Total,Depósito,Depósitos a plazo,25412.0,Dolar
