,Fecha,Institución Financiera,Tipo,Subtipo,Valor,Tipo de moneda
35585,3-2017,Total,Depósito,Total de depósitos en moneda nacional,119900000.0,Peso Chileno
35586,4-2017,Total,Depósito,Total de depósitos en moneda nacional,119900000.0,Peso Chileno
35587,5-2017,Total,Depósito,Total de depósitos en moneda nacional,122100000.0,Peso Chileno
35588,6-2017,Total,Depósito,Total de depósitos en moneda nacional,122900000.0,Peso Chileno
35589,7-2017,Total,Depósito,Total de depósitos en moneda nacional,122500000.0,Peso Chileno
35590,8-2017,Total,Depósito,Total de depósitos en moneda nacional,123500000.0,Peso Chileno
35591,9-2017,Total,Depósito,Total de depósitos en moneda nacional,124600000.0,Peso Chileno
35592,10-2017,Total,Depósito,Total de depósitos en moneda nacional,124500000.0,Peso Chileno
35593,11-2017,Total,Depósito,Total de depósitos en moneda nacional,126500000.0,Peso Chileno
35594,12-2017,Total,Depósito,Total de depósitos en moneda nacional,129500000.0,Peso Chileno
35595,1-2018,Total,Depósito,Total de depósitos en moneda nacional,129000000.0,Peso Chileno
35596,2-2018,Total,Depósito,Total de depósitos en moneda nacional,128700000.0,Peso Chileno
35597,3-2018,Total,Depósito,Total de depósitos en moneda nacional,132000000.0,Peso Chileno
35598,4-2018,Total,Depósito,Total de depósitos en moneda nacional,130500000.0,Peso Chileno
35599,5-2018,Total,Depósito,Total de depósitos en moneda nacional,134700000.0,Peso Chileno
35600,6-2018,Total,Depósito,Total de depósitos en moneda nacional,134300000.0,Peso Chileno
35601,7-2018,Total,Depósito,Total de depósitos en moneda nacional,133800000.0,Peso Chileno
35602,8-2018,Total,Depósito,Total de depósitos en moneda nacional,136300000.0,Peso Chileno
35603,9-2018,Total,Depósito,Total de depósitos en moneda nacional,136100000.0,Peso Chileno
35604,10-2018,Total,Depósito,Total de depósitos en moneda nacional,136300000.0,Peso Chileno
35605,11-2018,Total,Depósito,Total de depósitos en moneda nacional,137200000.0,Peso Chileno
35606,12-2018,Total,Depósito,Total de depósitos en moneda nacional,140600000.0,Peso Chileno
35607,1-2019,Total,Depósito,Total de depósitos en moneda nacional,138300000.0,Peso Chileno
35608,2-2019,Total,Depósito,Total de depósitos en moneda nacional,137100000.0,Peso Chileno
35609,3-2019,Total,Depósito,Total de depósitos en moneda nacional,138800000.0,Peso Chileno
35610,4-2019,Total,Depósito,Total de depósitos en moneda nacional,140100000.0,Peso Chileno
35611,5-2019,Total,Depósito,Total de depósitos en moneda nacional,143000000.0,Peso Chileno
35612,6-2019,Total,Depósito,Total de depósitos en moneda nacional,142900000.0,Peso Chileno
35613,7-2019,Total,Depósito,Total de depósitos en moneda nacional,142200000.0,Peso Chileno
35614,8-2019,Total,Depósito,Total de depósitos en moneda nacional,146700000.0,Peso Chileno
35615,9-2019,Total,Depósito,Total de depósitos en moneda nacional,147800000.0,Peso Chileno
35616,10-2019,Total,Depósito,Total de depósitos en moneda nacional,148800000.0,Peso Chileno
35617,11-2019,Total,Depósito,Total de depósitos en moneda nacional,152700000.0,Peso Chileno
35618,12-2019,Total,Depósito,Total de depósitos en moneda nacional,154900000.0,Peso Chileno
35619,1-2020,Total,Depósito,Total de depósitos en moneda nacional,152500000.0,Peso Chileno
35620,2-2020,Total,Depósito,Total de depósitos en moneda nacional,152600000.0,Peso Chileno
35621,3-2020,Total,Depósito,Total de depósitos en moneda nacional,160000000.0,Peso Chileno
35622,4-2020,Total,Depósito,Total de depósitos en moneda nacional,157900000.0,Peso Chileno
35623,5-2020,Total,Depósito,Total de depósitos en moneda nacional,159700000.0,Peso Chileno
35624,6-2020,Total,Depósito,Total de depósitos en moneda nacional,157100000.0,Peso Chileno
35625,7-2020,Total,Depósito,Total de depósitos en moneda nacional,153400000.0,Peso Chileno
35626,8-2020,Total,Depósito,Total de depósitos en moneda nacional,157700000.0,Peso Chileno
35627,9-2020,Total,Depósito,Total de depósitos en moneda nacional,156100000.0,Peso Chileno
35628,10-2020,Total,Depósito,Total de depósitos en moneda nacional,154800000.0,Peso Chileno
35629,11-2020,Total,Depósito,Total de depósitos en moneda nacional,154000000.0,Peso Chileno
35630,12-2020,Total,Depósito,Total de depósitos en moneda nacional,161600000.0,Peso Chileno
35631,1-2021,Total,Depósito,Total de depósitos en moneda nacional,159400000.0,Peso Chileno
35632,2-2021,Total,Depósito,Total de depósitos en moneda nacional,158000000.0,Peso Chileno
35633,3-2021,Total,Depósito,Total de depósitos en moneda nacional,158500000.0,Peso Chileno
35634,4-2021,Total,Depósito,Total de depósitos en moneda nacional,158900000.0,Peso Chileno
35635,5-2021,Total,Depósito,Total de depósitos en moneda nacional,168200000.0,Peso Chileno
35636,6-2021,Total,Depósito,Total de depósitos en moneda nacional,166000000.0,Peso Chileno
35637,7-2021,Total,Depósito,Total de depósitos en moneda nacional,166900000.0,Peso Chileno
35638,8-2021,Total,Depósito,Total de depósitos en moneda nacional,166000000.0,Peso Chileno
35639,9-2021,Total,Depósito,Total de depósitos en moneda nacional,166000000.0,Peso Chileno
35640,1-2008,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35641,2-2008,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35642,3-2008,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35643,4-2008,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35644,5-2008,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35645,6-2008,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35646,7-2008,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35647,8-2008,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35648,9-2008,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35649,10-2008,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35650,11-2008,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35651,12-2008,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35652,1-2009,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35653,2-2009,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35654,3-2009,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35655,4-2009,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35656,5-2009,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35657,6-2009,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35658,7-2009,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35659,8-2009,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35660,9-2009,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35661,10-2009,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35662,11-2009,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35663,12-2009,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35664,1-2010,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35665,2-2010,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35666,3-2010,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35667,4-2010,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35668,5-2010,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35669,6-2010,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35670,7-2010,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35671,8-2010,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35672,9-2010,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35673,10-2010,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35674,11-2010,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35675,12-2010,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35676,1-2011,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35677,2-2011,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35678,3-2011,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35679,4-2011,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35680,5-2011,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35681,6-2011,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35682,7-2011,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35683,8-2011,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35684,9-2011,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35685,10-2011,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35686,11-2011,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35687,12-2011,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35688,1-2012,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35689,2-2012,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35690,3-2012,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35691,4-2012,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35692,5-2012,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35693,6-2012,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35694,7-2012,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35695,8-2012,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35696,9-2012,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35697,10-2012,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35698,11-2012,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35699,12-2012,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35700,1-2013,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35701,2-2013,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35702,3-2013,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35703,4-2013,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35704,5-2013,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35705,6-2013,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35706,7-2013,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35707,8-2013,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35708,9-2013,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35709,10-2013,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35710,11-2013,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35711,12-2013,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35712,1-2014,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35713,2-2014,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35714,3-2014,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35715,4-2014,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35716,5-2014,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35717,6-2014,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35718,7-2014,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35719,8-2014,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35720,9-2014,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35721,10-2014,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35722,11-2014,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35723,12-2014,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35724,1-2015,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,10.0,Peso Chileno
35725,2-2015,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,0.0,Peso Chileno
35726,3-2015,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,41255.0,Peso Chileno
35727,4-2015,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,27458.0,Peso Chileno
35728,5-2015,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,34926.0,Peso Chileno
35729,6-2015,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,42119.0,Peso Chileno
35730,7-2015,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,43752.0,Peso Chileno
35731,8-2015,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,58271.0,Peso Chileno
35732,9-2015,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,69568.0,Peso Chileno
35733,10-2015,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,86018.0,Peso Chileno
35734,11-2015,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,89247.0,Peso Chileno
35735,12-2015,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,66188.0,Peso Chileno
35736,1-2016,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,69388.0,Peso Chileno
35737,2-2016,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,65042.0,Peso Chileno
35738,3-2016,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,62097.0,Peso Chileno
35739,4-2016,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,61272.0,Peso Chileno
35740,5-2016,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,63118.0,Peso Chileno
35741,6-2016,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,65384.0,Peso Chileno
35742,7-2016,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,58687.0,Peso Chileno
35743,8-2016,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,38006.0,Peso Chileno
35744,9-2016,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,35246.0,Peso Chileno
35745,10-2016,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,45392.0,Peso Chileno
35746,11-2016,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,32152.0,Peso Chileno
35747,12-2016,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,42777.0,Peso Chileno
35748,1-2017,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,57092.0,Peso Chileno
35749,2-2017,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,58904.0,Peso Chileno
35750,3-2017,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,109070.0,Peso Chileno
35751,4-2017,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,130895.0,Peso Chileno
35752,5-2017,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,149749.0,Peso Chileno
35753,6-2017,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,152678.0,Peso Chileno
35754,7-2017,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,174182.0,Peso Chileno
35755,8-2017,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,165018.0,Peso Chileno
35756,9-2017,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,177811.0,Peso Chileno
35757,10-2017,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,177462.0,Peso Chileno
35758,11-2017,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,165412.0,Peso Chileno
35759,12-2017,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,179628.0,Peso Chileno
35760,1-2018,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,286788.0,Peso Chileno
35761,2-2018,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,228921.0,Peso Chileno
35762,3-2018,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,1248274.0,Peso Chileno
35763,4-2018,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,238065.0,Peso Chileno
35764,5-2018,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,258502.0,Peso Chileno
35765,6-2018,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,308177.0,Peso Chileno
35766,7-2018,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,498810.0,Peso Chileno
35767,8-2018,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,465978.0,Peso Chileno
35768,9-2018,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,455483.0,Peso Chileno
35769,10-2018,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,505050.0,Peso Chileno
35770,11-2018,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,532412.0,Peso Chileno
35771,12-2018,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,546081.0,Peso Chileno
35772,1-2019,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,492306.0,Peso Chileno
35773,2-2019,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,507481.0,Peso Chileno
35774,3-2019,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,508546.0,Peso Chileno
35775,4-2019,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,498373.0,Peso Chileno
35776,5-2019,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,516178.0,Peso Chileno
35777,6-2019,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,549018.0,Peso Chileno
35778,7-2019,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,526943.0,Peso Chileno
35779,8-2019,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,585862.0,Peso Chileno
35780,9-2019,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,660988.0,Peso Chileno
35781,10-2019,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,702664.0,Peso Chileno
35782,11-2019,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,898703.0,Peso Chileno
35783,12-2019,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,780746.0,Peso Chileno
35784,1-2020,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,842789.0,Peso Chileno
35785,2-2020,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,770508.0,Peso Chileno
35786,3-2020,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,938481.0,Peso Chileno
35787,4-2020,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,910830.0,Peso Chileno
35788,5-2020,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,1015289.0,Peso Chileno
35789,6-2020,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,896701.0,Peso Chileno
35790,7-2020,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,971846.0,Peso Chileno
35791,8-2020,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,956488.0,Peso Chileno
35792,9-2020,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,854058.0,Peso Chileno
35793,10-2020,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,920542.0,Peso Chileno
35794,11-2020,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,831429.0,Peso Chileno
35795,12-2020,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,812378.0,Peso Chileno
35796,1-2021,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,849886.0,Peso Chileno
35797,2-2021,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,741748.0,Peso Chileno
35798,3-2021,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,791404.0,Peso Chileno
35799,4-2021,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,740532.0,Peso Chileno
35800,5-2021,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,824532.0,Peso Chileno
35801,6-2021,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,867709.0,Peso Chileno
35802,7-2021,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,757117.0,Peso Chileno
35803,8-2021,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,722017.0,Peso Chileno
35804,9-2021,Banco BTG Pactual Chile ,Depósito,Total de depósitos y captaciones en moneda nacional,779079.0,Peso Chileno
35805,1-2008,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1664974.0,Peso Chileno
35806,2-2008,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1589217.0,Peso Chileno
35807,3-2008,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1542217.0,Peso Chileno
35808,4-2008,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1576173.0,Peso Chileno
35809,5-2008,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1614458.0,Peso Chileno
35810,6-2008,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1610400.0,Peso Chileno
35811,7-2008,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1551606.0,Peso Chileno
35812,8-2008,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1535598.0,Peso Chileno
35813,9-2008,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1617078.0,Peso Chileno
35814,10-2008,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1634881.0,Peso Chileno
35815,11-2008,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1706490.0,Peso Chileno
35816,12-2008,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1757049.0,Peso Chileno
35817,1-2009,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1710983.0,Peso Chileno
35818,2-2009,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1704464.0,Peso Chileno
35819,3-2009,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1801084.0,Peso Chileno
35820,4-2009,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1842015.0,Peso Chileno
35821,5-2009,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1795242.0,Peso Chileno
35822,6-2009,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1746944.0,Peso Chileno
35823,7-2009,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1698753.0,Peso Chileno
35824,8-2009,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1674178.0,Peso Chileno
35825,9-2009,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1685656.0,Peso Chileno
35826,10-2009,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1629653.0,Peso Chileno
35827,11-2009,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1798644.0,Peso Chileno
35828,12-2009,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1848521.0,Peso Chileno
35829,1-2010,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1908455.0,Peso Chileno
35830,2-2010,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1815566.0,Peso Chileno
35831,3-2010,Banco Bice,Depósito,Total de depósitos y captaciones en moneda nacional,1785324.0,Peso Chileno
